id,date,Team,PlayerID,name,age,OVA,POT,BOV,BP,GROWTH,ATTACHING,CROSSING,FINISHING,HEADING_ACCURACY,SHORT_PASSING,Volleys,TotalSkill,Dribbing,Curve,FkAccuracy,LONG_PASSING,BallControl,TotalMovement,Acceleration,SprintSpeed,Agility,Reactions,Balance,TotalPower,ShotPower,Jumping,Stamina,Strength,LongShots,TotalMentary,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DEFENDING,Marking,StandingStackle,SlidingTackle,GOALKEEPING,GKDriving,GKHandling,GKKicking,GKPositioning,GKReflexes,TotalStats,BaseStats,AttackingWorkRate,DefensiveWorkRate,Pac,SHO,Pas,Dri,DEF,PHY,firstName,lastName
260,2016-10-13,Arsenal,199354, Lucas Pérez,27,81,81,80,ST,0,383,74,85,68,77,79,394,81,83,78,70,82,381,74,77,74,81,75,377,83,65,74,73,82,343,69,38,81,76,79,79,76,24,24,26,50,14,8,8,10,10,2002,418,High,Medium,76,83,76,80,31,72,Lucas,Pérez
261,2016-10-13,Arsenal,189271, F. Coquelin,25,81,84,80,CDM,3,286,60,45,60,78,43,322,74,55,41,73,79,377,69,70,76,77,85,359,71,70,83,76,59,369,92,87,64,74,52,52,75,78,80,80,51,9,9,8,10,15,2002,430,Medium,High,70,54,70,76,79,81,F.,Coquelin
262,2016-10-13,Chelsea,215914, N. Kanté,25,81,85,83,CDM,4,324,67,65,54,82,56,329,75,49,49,78,78,410,81,80,74,85,90,387,72,79,94,76,66,379,90,91,68,76,54,54,80,75,87,83,54,15,12,10,7,10,2128,461,Medium,High,80,66,74,77,81,83,N.,Kanté
263,2016-10-13,Chelsea,204529, M. Batshuayi,22,81,86,80,ST,5,359,65,83,73,64,74,300,78,61,46,36,79,406,81,84,84,79,78,387,83,81,65,82,76,295,59,23,83,63,67,67,81,16,26,22,57,9,10,16,7,15,1868,401,Medium,Low,83,80,59,79,27,73,M.,Batshuayi
264,2016-10-13,Everton,172175, K. Mirallas,28,81,81,81,RM,0,380,82,78,64,80,76,396,84,77,76,77,82,412,89,87,86,76,74,363,77,73,76,61,76,315,58,35,80,67,75,75,74,40,55,53,60,8,10,14,13,15,2074,437,High,Medium,88,77,77,83,47,65,K.,Mirallas
265,2016-10-13,Everton,199189, R. Barkley,22,81,89,80,CAM,8,345,65,70,65,84,61,385,85,68,70,78,84,363,79,78,70,77,59,373,80,63,74,77,79,335,73,45,71,81,65,65,80,56,60,52,51,9,14,12,6,10,2020,441,Medium,Medium,78,73,77,82,56,75,R.,Barkley
266,2016-10-13,Everton,188253, J. McCarthy,25,81,84,80,CDM,3,339,68,65,63,82,61,364,78,64,64,81,77,356,75,69,66,75,71,375,67,66,91,78,73,362,79,79,69,75,60,60,77,81,79,78,54,12,11,8,10,13,2088,450,Medium,High,72,67,76,76,78,81,J.,McCarthy
267,2016-10-13,Everton,202477, Deulofeu,22,81,88,81,RM,7,321,79,74,40,73,55,394,89,84,75,60,86,428,89,92,93,77,77,336,64,72,76,59,65,285,40,25,78,72,70,70,66,20,30,22,64,12,16,14,11,11,1900,406,High,Low,91,69,73,87,26,60,Deulofeu,Deulofeu
268,2016-10-13,Liverpool,190456, N. Clyne,25,81,85,81,RB,4,321,80,54,66,76,45,324,78,64,39,67,76,407,86,86,84,75,76,374,74,73,87,71,69,334,76,76,72,64,46,46,75,80,83,86,56,10,11,13,15,7,2065,451,High,Medium,86,61,71,78,79,76,N.,Clyne
269,2016-10-13,Liverpool,138412, J. Milner,30,81,81,80,CM,0,387,86,68,69,85,79,397,77,81,79,82,78,363,69,66,71,84,73,394,87,64,91,71,81,381,71,72,77,78,83,83,86,67,68,70,5,1,1,1,1,1,2132,448,High,High,67,76,83,77,69,76,J.,Milner
270,2016-10-13,Liverpool,183711, J. Henderson,26,81,83,80,CM,2,368,81,67,65,83,72,394,76,80,74,82,82,373,76,73,74,79,71,395,75,81,93,75,71,373,78,75,76,80,64,64,78,71,76,73,49,7,13,7,9,13,2172,456,High,High,74,70,81,78,73,80,J.,Henderson
271,2016-10-13,Liverpool,180819, A. Lallana,28,81,81,79,CAM,0,367,74,73,67,81,72,384,85,77,66,74,82,384,76,74,83,75,76,363,68,73,83,67,72,362,74,61,76,81,70,70,77,58,65,61,54,6,15,14,8,11,2098,443,High,Medium,75,72,78,83,62,73,A.,Lallana
272,2016-10-13,Liverpool,181291, G. Wijnaldum,25,81,84,80,CAM,3,367,67,76,72,79,73,383,86,76,71,66,84,408,79,85,82,82,80,380,77,82,86,66,69,354,61,65,78,76,74,74,78,57,60,52,54,16,6,14,12,6,2115,448,High,Medium,82,75,74,85,61,71,G.,Wijnaldum
273,2016-10-13,Man City,135507, Fernandinho,31,81,81,80,CDM,0,351,68,70,55,82,76,376,78,70,71,81,76,394,77,77,79,82,79,391,83,72,82,73,81,376,86,86,68,75,61,61,64,72,81,78,48,12,11,5,13,7,2167,461,Medium,High,77,75,77,78,76,78,Fernandinho,Fernandinho
274,2016-10-13,Man Utd,205988, L. Shaw,20,81,89,80,LB,8,322,78,44,67,75,58,340,79,63,58,64,76,405,83,88,80,79,75,341,62,68,83,80,48,344,74,79,73,65,53,53,75,81,82,80,49,10,12,13,7,7,2044,444,High,Medium,86,51,71,78,79,79,L.,Shaw
275,2016-10-13,Man Utd,190815, D. Blind,26,81,83,81,CDM,2,332,70,46,71,83,62,365,73,76,55,81,80,355,65,58,73,84,75,362,68,71,86,73,64,356,71,86,66,77,56,56,85,80,84,77,55,12,9,10,14,10,2066,427,High,High,61,56,77,76,81,76,D.,Blind
276,2016-10-13,Man Utd,21146, M. Carrick,34,81,81,80,CM,0,357,72,59,73,86,67,359,71,64,59,85,80,311,53,52,58,85,63,356,78,72,69,66,71,365,67,83,66,85,64,64,85,74,77,72,60,13,12,11,15,9,2031,414,Low,Medium,52,66,80,73,76,67,M.,Carrick
277,2016-10-13,Spurs,188377, K. Walker,26,81,84,80,RB,3,333,76,51,76,73,57,363,74,76,73,67,73,397,86,93,70,75,73,406,86,83,90,77,70,344,78,74,62,67,63,63,75,77,81,84,57,12,6,16,15,8,2142,457,High,Medium,90,63,72,73,78,81,K.,Walker
278,2016-10-13,Spurs,170368, E. Lamela,24,81,85,81,CAM,4,384,77,75,71,81,80,406,87,83,79,73,84,384,81,77,78,77,71,360,80,64,77,57,82,348,70,43,79,81,75,75,74,37,42,39,57,10,15,11,8,13,2057,428,Medium,Medium,79,78,79,84,43,65,E.,Lamela
279,2016-10-13,Leicester,163587, K. Schmeichel,29,81,83,80,GK,2,82,18,12,16,21,15,82,12,13,15,18,24,309,62,60,62,78,47,207,36,60,35,62,14,152,33,20,14,59,26,26,41,14,14,13,407,82,78,85,78,84,1280,468,Medium,Medium,82,78,85,84,61,78,K.,Schmeichel
280,2016-10-13,Leicester,186148, R. Zieler,27,81,82,80,GK,1,75,15,10,13,25,12,77,12,11,10,22,22,260,46,50,43,80,41,191,21,69,32,55,14,131,32,21,15,39,24,24,61,11,12,13,389,78,82,66,81,82,1159,437,Medium,Medium,78,82,66,82,48,81,R.,Zieler
281,2016-10-13,Watford,193061, R. Pereyra,25,81,84,80,CAM,3,356,78,61,60,83,74,396,84,78,72,77,85,395,81,81,82,76,75,350,66,65,83,64,72,370,66,70,80,82,72,72,78,64,70,70,24,4,5,3,4,8,2095,446,High,High,81,66,80,83,67,69,R.,Pereyra
282,2016-10-13,Crystal Palace,167943, Y. Cabaye,30,81,81,80,CM,0,375,77,71,70,84,73,397,71,80,81,82,83,361,66,68,72,78,77,377,80,70,79,70,78,386,77,79,70,82,78,78,74,72,75,73,59,14,9,16,8,12,2175,447,Medium,Medium,67,75,82,75,74,74,Y.,Cabaye
283,2016-10-13,Crystal Palace,184111, C. Benteke,25,81,83,79,ST,2,367,58,79,84,72,74,329,73,60,67,48,81,347,75,79,74,71,48,410,85,82,77,90,76,331,76,29,76,73,77,77,78,25,30,18,44,14,5,12,8,5,1901,412,Medium,Medium,77,79,65,74,33,84,C.,Benteke
284,2016-10-13,Crystal Palace,179527, L. Rémy,29,81,81,79,ST,0,367,61,80,80,75,71,328,75,66,51,60,76,397,89,89,77,77,65,395,78,90,75,75,77,335,57,48,81,71,78,78,76,23,24,21,60,9,10,15,14,12,1950,417,Medium,Medium,89,79,68,75,34,72,L.,Rémy
285,2016-10-13,Stoke City,169596, R. Shawcross,28,81,81,80,CB,0,268,33,53,84,63,35,223,42,34,24,69,54,300,54,54,62,73,57,311,44,72,79,88,28,296,85,82,31,50,48,48,62,82,83,80,57,10,12,7,13,15,1700,366,Medium,High,54,44,52,50,82,84,R.,Shawcross
286,2016-10-13,Stoke City,189963, W. Bony,27,81,82,80,ST,1,356,45,83,84,68,76,319,74,66,58,45,76,364,69,75,67,81,72,423,85,86,78,94,80,333,70,38,83,65,77,77,83,25,42,28,41,10,8,5,7,11,1931,411,Medium,Low,72,82,59,74,39,85,W.,Bony
287,2016-10-13,Arsenal,186115, K. Gibbs,26,80,81,79,LB,1,316,76,47,68,78,47,335,77,64,52,65,77,390,79,83,73,81,74,353,72,70,77,69,65,348,72,79,65,69,63,63,77,80,82,83,49,6,11,8,9,15,2036,439,High,Medium,81,57,72,77,80,72,K.,Gibbs
288,2016-10-13,Arsenal,186146, D. Welbeck,25,80,84,79,ST,4,374,69,77,75,77,76,346,81,61,62,64,78,399,87,85,85,78,64,389,77,80,84,78,70,322,77,22,81,72,70,70,76,23,38,33,53,9,10,6,12,16,1977,425,High,High,86,75,71,80,34,79,D.,Welbeck
289,2016-10-13,Arsenal,158626, M. Debuchy,30,80,80,78,RB,0,352,79,59,75,77,62,354,72,74,61,73,74,371,76,72,77,72,74,381,74,81,87,71,68,349,80,75,64,64,66,66,76,80,81,80,49,8,9,7,15,10,2097,441,High,Medium,74,65,73,73,79,77,M.,Debuchy
290,2016-10-13,Chelsea,178372, B. Ivanović,32,80,80,83,CB,0,332,72,57,87,68,48,298,58,70,48,56,66,318,63,66,57,85,47,381,73,83,78,85,62,349,90,83,61,57,58,58,71,87,86,83,61,15,9,13,11,13,1995,421,High,Medium,65,61,64,61,86,84,B.,Ivanović
291,2016-10-13,Chelsea,204311, K. Zouma,21,80,89,79,CB,9,287,54,47,77,62,47,290,48,59,60,56,67,321,69,77,48,75,52,346,56,84,72,85,49,331,82,78,53,57,61,61,74,80,83,80,59,14,14,7,9,15,1877,397,Medium,Medium,73,50,58,55,80,81,K.,Zouma
292,2016-10-13,Everton,6826, G. Barry,35,80,80,79,CDM,0,358,80,56,74,83,65,374,64,78,78,81,73,259,32,34,52,78,63,374,77,70,79,77,71,366,80,82,58,74,72,72,81,79,80,80,48,7,13,9,7,12,2018,402,Medium,High,33,65,80,66,80,78,G.,Barry
293,2016-10-13,Liverpool,208722, S. Mané,24,80,86,79,RM,6,340,68,78,53,75,66,374,84,74,64,72,80,432,93,91,88,75,85,348,73,58,79,72,66,310,61,29,80,69,71,71,74,33,33,38,56,10,10,15,7,14,1964,426,High,Medium,92,74,71,83,35,71,S.,Mané
294,2016-10-13,Liverpool,176266, Lucas Leiva,29,80,80,78,CDM,0,275,63,23,65,77,47,329,69,66,47,73,74,329,55,53,70,78,73,341,71,82,77,76,35,346,83,84,49,69,61,61,78,80,81,80,37,10,8,8,5,6,1898,392,Low,High,54,39,70,71,80,78,Lucas,Leiva
295,2016-10-13,Liverpool,208333, E. Can,22,80,86,80,CDM,6,342,70,60,70,81,61,373,78,68,65,80,82,371,72,77,75,77,70,391,78,74,86,83,70,368,82,77,73,76,60,60,76,78,80,78,54,14,8,8,13,11,2135,456,Medium,Medium,75,66,76,78,78,83,E.,Can
296,2016-10-13,Man City,152554, G. Clichy,30,80,80,78,LB,0,306,79,34,70,64,59,318,71,64,38,69,76,389,80,85,77,72,75,313,52,70,82,66,43,302,55,77,66,59,45,45,73,80,81,85,47,10,11,9,11,6,1921,411,Medium,Medium,83,43,65,73,79,68,G.,Clichy
297,2016-10-13,Man City,146536, Jesús Navas,30,80,80,79,RM,0,348,79,66,47,77,79,364,83,80,46,74,81,428,89,88,87,77,87,324,75,62,79,34,74,289,50,33,74,76,56,56,70,27,20,26,55,10,10,15,7,13,1881,394,Medium,Medium,88,70,75,83,28,50,Jesús,Navas
298,2016-10-13,Man Utd,167905, A. Valencia,30,80,80,80,RB,0,348,83,58,63,75,69,362,79,69,66,69,79,410,85,84,74,83,84,384,85,68,85,84,62,358,84,77,75,67,55,55,81,76,79,77,51,16,11,10,7,7,2145,460,High,Medium,84,65,73,79,76,83,A.,Valencia
299,2016-10-13,Man Utd,184392, M. Darmian,26,80,82,79,RB,2,331,75,55,68,74,59,320,75,69,35,66,75,396,79,80,80,78,79,351,69,72,87,67,56,333,82,79,64,63,45,45,78,79,84,83,39,6,7,7,12,7,2016,438,High,High,80,58,69,76,80,75,M.,Darmian
300,2016-10-13,Sunderland,225467, T. Beadling,20,61,75,60,CB,14,216,34,29,64,55,34,198,43,38,34,38,45,263,55,55,49,49,55,256,48,63,57,66,22,223,55,60,27,38,43,43,52,62,62,59,49,11,13,6,12,7,1388,298,Low,Medium,55,32,43,45,62,61,T.,Beadling
301,2016-10-13,West Brom,231406, K. Edwards,18,61,80,60,CAM,19,252,49,48,48,59,48,315,70,60,48,60,77,319,63,63,51,60,82,242,65,51,45,39,42,238,50,28,45,55,60,60,67,42,41,50,41,10,6,5,9,11,1540,323,Medium,Medium,63,51,56,70,40,43,K.,Edwards
302,2016-10-13,Watford,227807, M. Folivi,18,61,79,60,ST,18,226,25,64,47,54,36,221,62,48,26,24,61,325,69,72,68,50,66,302,59,69,58,65,51,212,33,11,65,41,62,62,62,24,17,21,47,12,6,12,9,8,1395,309,High,Low,71,59,39,62,21,57,M.,Folivi
303,2016-10-13,Liverpool,232102, C. Masterson,17,60,78,59,CB,18,189,29,30,62,35,33,165,33,28,37,32,35,257,61,55,44,50,47,255,46,60,57,70,22,230,56,62,33,36,43,43,50,55,64,63,44,9,7,10,6,12,1322,284,Medium,Medium,58,33,33,36,61,63,C.,Masterson
304,2016-10-13,Man City,223977, A. Nemane,18,60,74,60,RM,14,220,50,54,35,47,34,233,66,41,29,39,58,368,85,83,73,53,74,229,50,48,56,34,41,226,42,14,56,55,59,59,47,14,19,12,63,14,14,14,15,6,1384,304,High,Medium,84,50,47,64,17,42,A.,Nemane
305,2016-10-13,Man City,229718, W. Patching,17,60,82,60,CAM,22,246,50,47,43,67,39,327,62,65,70,65,65,327,70,69,65,53,70,278,68,60,55,38,57,230,43,43,42,62,40,40,53,37,40,39,40,6,7,12,5,10,1564,330,High,Medium,69,52,62,63,40,44,W.,Patching
306,2016-10-13,Spurs,228053, S. Harrison,18,60,76,59,ST,16,240,28,63,55,47,47,211,50,42,27,34,58,346,74,70,73,59,70,284,57,64,57,56,50,234,49,14,61,47,63,63,49,16,16,12,51,11,7,10,12,11,1410,300,High,Medium,72,58,40,56,19,55,S.,Harrison
307,2016-10-13,West Ham,198414, R. Spiegel,23,60,63,59,GK,3,89,15,11,12,32,19,103,12,13,12,34,32,289,56,59,59,60,55,223,39,71,37,64,12,127,36,23,11,16,41,41,33,10,11,15,294,59,58,57,57,63,1161,352,Medium,Medium,59,58,57,63,58,57,R.,Spiegel
308,2016-10-13,Sunderland,216270, G. Honeyman,21,60,71,59,RM,11,257,56,55,47,60,39,289,60,56,52,57,64,313,69,69,59,51,65,262,61,54,49,56,42,249,46,29,50,64,60,60,61,46,53,51,60,11,15,16,10,8,1580,339,Medium,Medium,69,53,59,61,45,52,G.,Honeyman
309,2016-10-13,Sunderland,225462, R. Greenwood,20,60,76,61,CAM,16,259,35,57,55,60,52,269,63,56,37,54,59,360,79,76,66,61,78,268,57,58,57,46,50,225,34,13,59,58,61,61,52,18,19,21,48,9,10,8,10,11,1487,316,Medium,Low,77,56,52,63,21,47,R.,Greenwood
310,2016-10-13,Sunderland,235161, J. Maja,17,60,80,59,ST,20,263,43,62,50,54,54,270,61,61,37,49,62,325,71,77,55,58,64,279,66,52,50,56,55,214,38,14,47,52,63,63,51,17,22,23,49,14,8,15,5,7,1462,318,Medium,Medium,74,60,50,61,22,51,J.,Maja
311,2016-10-13,Sunderland,224834, T. Robson,20,60,74,59,LB,14,230,62,30,50,50,38,237,59,41,36,46,55,299,65,55,56,59,64,249,35,54,64,64,32,263,59,61,57,41,45,45,56,54,59,63,54,10,12,9,13,10,1508,321,Medium,Medium,60,34,49,58,57,63,T.,Robson
312,2016-10-13,West Brom,222864, J. Rose,21,60,68,59,GK,8,88,15,14,15,29,15,91,18,11,19,23,20,236,41,43,32,59,61,173,24,54,29,45,21,110,25,15,10,31,29,29,27,15,18,19,290,66,54,53,55,62,1040,332,Medium,Medium,66,54,53,62,42,55,J.,Rose
313,2016-10-13,Stoke City,228407, E. Lecygne,22,60,70,59,CAM,10,262,44,42,58,67,51,276,58,46,47,63,62,316,55,68,67,58,68,275,54,64,54,56,47,282,59,51,62,57,53,53,45,49,47,54,61,11,16,14,10,10,1622,335,Medium,Medium,62,47,58,61,50,57,E.,Lecygne
314,2016-10-13,Swansea,232104, D. James,18,60,82,60,LW,22,262,56,58,44,54,50,260,66,48,44,43,59,352,83,81,75,42,71,271,71,53,51,56,40,221,39,21,52,54,55,55,49,25,27,31,48,7,6,11,15,9,1497,332,High,Medium,82,56,52,64,27,51,D.,James
315,2016-10-13,Swansea,216459, A. Bray,20,60,75,59,RM,15,234,57,59,26,57,35,233,56,37,41,46,53,345,76,75,74,48,72,268,62,51,75,39,41,230,35,31,64,50,50,50,49,21,28,30,56,10,11,10,15,10,1445,314,High,Medium,75,55,52,57,27,48,A.,Bray
316,2016-10-13,Chelsea,232755, J. Dasilva,18,59,78,58,LB,19,213,60,36,41,42,34,263,62,55,52,37,57,330,79,78,63,48,62,265,46,64,61,56,38,267,62,61,51,50,43,43,60,55,58,57,53,13,15,12,8,5,1561,340,High,Medium,78,39,48,60,56,59,J.,Dasilva
317,2016-10-13,Liverpool,224017, J. Williams,20,59,71,58,CB,12,250,49,42,57,64,38,264,53,44,51,61,55,282,54,54,57,52,65,262,43,60,48,72,39,258,58,49,37,61,53,53,43,54,60,58,46,8,6,9,16,7,1534,328,Medium,Medium,54,42,58,55,56,63,J.,Williams
318,2016-10-13,Liverpool,231033, J. Maguire,20,59,73,58,LB,14,219,57,35,49,42,36,238,61,39,42,49,47,332,66,77,57,63,69,237,37,56,60,48,36,257,56,62,54,43,42,42,41,50,59,60,53,15,12,5,10,11,1505,321,Medium,Medium,72,37,46,57,56,53,J.,Maguire
319,2016-10-13,Man City,222104, T. Adarabioyo,18,59,75,58,CB,16,201,30,30,61,55,25,188,44,26,22,49,47,283,67,55,56,49,56,247,31,66,56,72,22,195,52,48,28,32,35,35,66,59,64,58,53,14,11,11,8,9,1348,299,Medium,Medium,60,29,41,47,58,64,T.,Adarabioyo
320,2016-10-13,Middlesbrough,214924, J. McGhee,19,59,72,61,CB,13,205,46,19,58,57,25,202,42,38,27,47,48,302,64,66,57,54,61,277,41,80,62,71,23,208,57,59,24,31,37,37,39,60,63,60,71,10,15,15,15,16,1448,311,Medium,Medium,65,26,46,47,61,66,J.,McGhee
321,2016-10-13,Southampton,228578, W. Wood,19,59,72,58,LB,13,216,53,31,57,37,38,222,53,43,37,38,51,311,62,55,59,57,78,232,32,57,64,45,34,253,58,57,53,41,44,44,43,53,69,66,46,15,6,10,6,9,1468,300,Medium,Medium,58,34,41,54,60,53,W.,Wood
322,2016-10-13,West Ham,231442, M. Browne,18,59,72,59,CAM,13,231,46,51,32,55,47,301,64,60,64,51,62,333,76,74,67,45,71,278,56,53,58,59,52,247,63,22,54,60,48,48,54,27,26,21,58,12,15,10,11,10,1522,329,Medium,Medium,75,52,54,63,26,59,M.,Browne
323,2016-10-13,Sunderland,213686, D. Love,21,59,73,58,RB,14,206,52,25,44,55,30,221,56,27,32,53,53,327,70,73,60,57,67,255,38,63,61,64,29,252,62,62,49,40,39,39,49,55,56,60,51,8,13,7,14,9,1483,327,Medium,Medium,72,31,49,56,56,63,D.,Love
324,2016-10-13,Watford,216656, J. Sinclair,19,59,74,59,ST,15,246,42,61,40,50,53,252,60,48,39,44,61,353,78,77,72,54,72,285,59,52,63,59,52,265,53,43,59,47,63,63,58,36,34,32,53,14,8,7,14,10,1556,338,Medium,Medium,77,58,46,62,37,58,J.,Sinclair
325,2016-10-13,Watford,175603, R. Gilmartin,29,59,59,58,GK,0,84,17,15,14,26,12,80,13,11,11,23,22,240,52,54,55,51,28,186,25,58,17,70,16,117,37,10,16,33,21,21,54,14,14,11,290,67,54,54,54,61,1036,343,Medium,Medium,67,54,54,61,53,54,R.,Gilmartin
326,2016-10-13,Crystal Palace,231673, L. Dreher,17,59,78,58,CAM,19,231,41,44,49,64,33,277,56,48,46,64,63,344,69,73,78,53,71,289,56,60,57,65,51,248,45,53,42,61,47,47,48,45,47,46,39,8,10,11,5,5,1566,343,Medium,Medium,71,47,57,61,48,59,L.,Dreher
327,2016-10-13,Stoke City,229779, L. Edwards,19,59,75,58,CB,16,193,34,25,56,43,35,174,37,33,33,35,36,258,55,55,41,49,58,257,48,68,63,55,23,211,54,58,25,33,41,41,49,61,67,66,56,13,12,13,10,8,1343,281,Medium,Medium,55,31,37,39,62,57,L.,Edwards
328,2016-10-13,Stoke City,230134, Sergio Molina,20,59,73,59,CDM,14,256,52,43,62,63,36,269,58,44,48,61,58,316,63,58,57,62,76,257,57,57,53,56,34,254,65,53,37,42,57,57,44,50,60,70,56,11,13,10,11,11,1588,332,Medium,Medium,60,44,55,59,57,57,Sergio,Molina
329,2016-10-13,Bournemouth,234247, O. Harfield,18,59,68,58,LB,9,230,64,35,54,42,35,215,52,42,43,32,46,356,80,85,67,52,72,274,33,62,78,64,37,242,55,53,57,36,41,41,38,53,56,52,50,11,7,12,13,7,1528,336,High,Medium,83,36,44,53,54,66,O.,Harfield
330,2016-10-13,Bournemouth,230883, J. Lee,19,59,72,58,CB,13,214,55,32,50,41,36,223,64,39,40,30,50,278,67,61,56,54,40,236,29,59,57,62,29,257,63,61,54,37,42,42,39,51,65,66,42,10,8,8,9,7,1432,315,Medium,Medium,64,33,41,57,59,61,J.,Lee
331,2016-10-13,Hull,223986, J. Ter Horst,21,59,69,58,ST,10,252,38,64,52,47,51,238,51,48,39,41,59,341,65,65,74,62,75,289,55,62,66,55,51,233,36,28,59,46,64,64,57,23,25,18,54,7,8,14,13,12,1473,306,Medium,Medium,65,59,44,57,27,54,J.,Ter Horst
332,2016-10-13,Hull,236041, B. Hinchliffe,18,59,75,58,ST,16,275,54,53,60,58,50,254,55,51,49,43,56,307,64,57,53,61,72,289,60,66,57,52,54,213,36,15,63,49,50,50,56,20,14,15,60,12,8,12,14,14,1447,295,High,Medium,60,55,52,56,21,51,B.,Hinchliffe
333,2016-10-13,Swansea,230640, B. Biabi,20,59,74,58,ST,15,255,34,59,63,48,51,219,56,44,32,36,51,306,73,68,59,51,55,308,64,58,60,66,60,203,30,17,50,44,62,62,52,15,19,18,46,9,6,12,8,11,1389,306,Medium,Medium,70,60,42,55,22,57,B.,Biabi
334,2016-10-13,Swansea,228938, O. Jones,19,59,77,58,LM,18,271,60,57,54,59,41,229,60,24,38,51,56,319,76,75,64,39,65,280,62,58,59,56,45,230,42,23,53,54,58,58,55,20,24,20,52,15,7,14,7,9,1445,321,High,Medium,75,55,54,58,25,54,O.,Jones
335,2016-10-13,Chelsea,232757, K. Scott,18,58,75,58,CAM,17,240,53,47,31,61,48,284,61,54,52,57,60,314,62,65,71,48,68,227,52,34,56,34,51,250,46,41,48,65,50,50,62,34,52,51,53,12,12,9,11,9,1505,317,Medium,Medium,64,49,59,61,42,42,K.,Scott
336,2016-10-13,Chelsea,225543, B. Collins,19,58,70,57,GK,12,104,20,15,21,29,19,104,20,19,12,26,27,238,41,45,33,56,63,173,26,55,25,51,16,99,20,20,11,23,25,25,28,13,19,17,284,60,53,56,52,63,1051,327,Medium,Medium,60,53,56,63,43,52,B.,Collins
337,2016-10-13,Everton,230005, T. Davies,18,58,78,58,CDM,20,228,44,32,52,60,40,251,55,43,38,57,58,332,72,70,63,57,70,279,48,55,63,66,47,265,62,56,49,56,42,42,59,48,62,58,56,11,12,9,14,10,1579,342,Medium,Medium,71,40,54,58,55,64,T.,Davies
338,2016-10-13,Liverpool,224019, Pedro Chirivella,19,58,67,58,CDM,9,241,47,38,55,64,37,267,58,48,45,61,55,275,52,55,56,52,60,263,56,62,48,59,38,261,60,49,44,59,49,49,47,58,59,68,61,13,14,12,8,14,1553,324,Medium,High,54,42,57,57,57,57,Pedro,Chirivella
339,2016-10-13,Man Utd,213695, S. Goss,20,58,72,58,CAM,14,255,50,47,49,67,42,277,57,51,48,65,56,330,69,67,63,55,76,269,51,63,60,56,39,235,46,29,50,63,47,47,60,41,42,53,48,9,8,11,8,12,1550,329,High,Medium,68,46,61,58,41,55,S.,Goss
340,2016-10-13,Southampton,221202, M. Barnes,19,58,71,57,ST,13,259,36,60,59,55,49,246,53,50,43,44,56,317,69,68,56,58,66,285,56,62,55,57,55,223,40,15,52,55,61,61,49,16,18,24,53,13,9,9,11,11,1441,304,Medium,Medium,68,57,49,55,22,53,M.,Barnes
341,2016-10-13,Spurs,235619, M. Edwards,17,58,84,57,CAM,26,232,48,47,33,62,42,290,64,60,61,47,58,350,66,70,78,44,92,232,56,58,50,28,40,237,48,26,51,60,52,52,54,26,31,23,55,7,12,15,15,6,1476,303,Medium,Medium,68,48,56,64,28,39,M.,Edwards
342,2016-10-13,Spurs,227927, K. Walker-Peters,19,58,74,57,RB,16,206,57,25,49,50,25,220,56,37,31,41,55,348,76,71,66,53,82,220,21,72,62,44,21,215,48,54,43,38,32,32,39,48,58,56,47,9,8,7,11,12,1418,306,High,Medium,73,25,46,58,53,51,K.,Walker-Peters
343,2016-10-13,Spurs,222399, C. Ogilvie,20,58,69,57,LB,11,222,56,32,54,50,30,248,55,37,58,43,55,298,66,64,59,47,62,268,40,70,62,59,37,236,43,59,50,42,42,42,44,58,60,57,63,10,11,14,15,13,1510,319,Medium,Medium,65,36,48,55,58,57,C.,Ogilvie
344,2016-10-13,Spurs,232250, L. Amos,19,58,70,58,CB,12,239,53,32,58,60,36,260,51,49,48,56,56,317,60,63,67,55,72,276,57,64,57,62,36,248,63,52,43,45,45,45,48,53,62,59,54,11,8,14,12,9,1568,328,Medium,High,62,39,54,55,57,61,L.,Amos
345,2016-10-13,West Ham,229928, D. Parfitt-Williams,19,58,68,60,RW,10,253,52,54,48,46,53,270,66,52,47,42,63,382,80,79,81,55,87,273,54,55,56,57,51,210,39,20,52,54,45,45,55,19,21,16,47,10,8,11,5,13,1491,323,Medium,Medium,79,53,49,67,22,53,D.,Parfitt-Williams
346,2016-10-13,Sunderland,224543, M. Stryjek,19,58,68,57,GK,10,82,17,10,13,27,15,82,13,12,12,25,20,228,41,44,31,62,50,182,19,36,42,69,16,100,20,26,14,15,25,25,30,13,14,17,277,61,53,51,53,59,995,320,Medium,Medium,61,53,51,59,43,53,M.,Stryjek
347,2016-10-13,West Brom,231139, J. Fitzwater,18,58,70,57,CB,12,187,28,28,56,38,37,171,29,37,36,34,35,270,55,55,46,50,64,259,50,73,61,49,26,219,57,56,24,39,43,43,51,56,70,65,51,14,8,9,5,15,1348,274,Medium,Medium,55,33,35,35,61,55,J.,Fitzwater
348,2016-10-13,West Brom,235405, D. O'Shea,17,58,70,57,CB,12,189,34,30,57,38,30,177,36,37,28,37,39,262,55,56,40,52,59,246,48,65,63,48,22,215,48,62,27,33,45,45,45,52,71,68,45,13,8,7,7,10,1325,279,Medium,Medium,56,33,36,39,62,53,D.,O'Shea
